,target
9538,34.0
9539,46.0
9540,46.0
9541,25.0
9542,21.0
9543,25.0
9544,30.0
9545,30.0
9546,42.0
9547,42.0
9548,65.0
9549,78.0
9550,70.0
9551,63.0
9552,50.0
9553,57.0
9554,63.0
9555,57.0
9556,38.0
9557,61.0
9558,82.0
9559,70.0
9560,63.0
9561,61.0
9562,55.0
9563,57.0
9564,61.0
9565,61.0
9566,65.0
9567,28.0
9568,24.0
9569,71.0
9570,22.0
9571,30.0
9572,27.0
9573,17.0
9574,18.0
9575,24.0
9576,19.0
9577,17.0
9578,26.0
9579,58.0
9580,63.0
9581,55.0
9582,49.0
9583,46.0
9584,42.0
9585,41.0
9586,23.0
9587,28.0
9588,54.0
9589,53.0
9590,34.0
9591,64.0
9592,64.0
9593,18.0
9594,15.0
9595,12.0
9596,12.0
9597,27.0
9598,35.0
9599,58.0
9600,33.0
9601,16.0
9602,15.0
9603,19.0
9604,15.0
9605,23.0
9606,47.0
9607,55.0
9608,52.0
9609,63.0
9610,28.0
9611,40.0
9612,37.0
9613,29.0
9614,38.0
9615,44.0
9616,60.0
9617,65.0
9618,39.0
9619,45.0
9620,29.0
9621,32.0
9622,35.0
9623,36.0
9624,37.0
9625,14.0
9626,18.0
9627,22.0
9628,80.0
9629,59.0
9630,26.0
9631,28.0
9632,32.0
9633,30.0
9634,51.0
9635,31.0
9636,20.0
9637,48.0
9638,25.0
9639,19.0
9640,76.0
9641,59.0
9642,9.0
9643,18.0
9644,15.0
9645,34.0
9646,21.0
9647,61.0
9648,18.0
9649,17.0
9650,21.0
9651,13.0
9652,13.0
9653,13.0
9654,18.0
9655,33.0
9656,37.0
9657,18.0
9658,14.0
9659,21.0
9660,38.0
9661,35.0
9662,46.0
9663,64.0
9664,25.0
9665,30.0
9666,42.0
9667,55.0
9668,80.0
9669,87.0
9670,17.0
9671,17.0
9672,30.0
9673,37.0
9674,30.0
9675,42.0
9676,17.0
9677,30.0
9678,53.0
9679,114.0
9680,70.0
9681,85.0
9682,63.0
9683,13.0
9684,17.0
9685,13.0
9686,53.0
9687,72.0
9688,13.0
9689,13.0
9690,13.0
9691,13.0
9692,21.0
9693,13.0
9694,9.0
9695,13.0
9696,9.0
9697,17.0
9698,61.0
9699,61.0
9700,57.0
9701,76.0
9702,17.0
9703,13.0
9704,25.0
9705,53.0
9706,95.0
9707,119.0
9708,17.0
9709,53.0
9710,68.0
9711,42.0
9712,216.0
9713,230.0
9714,155.0
9715,188.0
9716,195.0
9717,188.0
9718,177.0
9719,179.0
9720,190.0
9721,209.0
9722,200.0
9723,199.0
9724,209.0
9725,193.0
9726,193.0
9727,211.0
9728,190.0
9729,238.0
9730,197.0
9731,199.0
9732,196.0
9733,186.0
9734,189.0
9735,190.0
9736,167.0
9737,94.0
9738,162.0
9739,137.0
9740,175.0
9741,186.0
9742,181.0
9743,180.0
9744,160.0
9745,193.0
9746,194.0
9747,189.0
9748,187.0
9749,181.0
9750,190.0
9751,63.0
9752,169.0
9753,190.0
9754,200.0
9755,197.0
9756,198.0
9757,178.0
9758,87.0
9759,126.0
9760,181.0
9761,150.0
9762,76.0
9763,77.0
9764,152.0
9765,154.0
9766,126.0
9767,142.0
9768,104.0
9769,160.0
9770,161.0
9771,127.0
9772,157.0
9773,140.0
9774,104.0
9775,95.0
9776,65.0
9777,46.0
9778,82.0
9779,98.0
9780,105.0
9781,99.0
9782,105.0
9783,56.0
9784,74.0
9785,97.0
9786,102.0
9787,100.0
9788,77.0
9789,95.0
9790,55.0
9791,76.0
9792,59.0
9793,46.0
9794,56.0
9795,49.0
9796,34.0
9797,45.0
9798,18.0
9799,40.0
9800,51.0
9801,53.0
9802,74.0
9803,55.0
9804,25.0
9805,17.0
9806,38.0
9807,40.0
9808,38.0
9809,34.0
9810,23.0
9811,33.0
9812,49.0
9813,15.0
9814,33.0
9815,57.0
9816,42.0
9817,16.0
9818,24.0
9819,18.0
9820,25.0
9821,41.0
9822,21.0
9823,21.0
9824,25.0
9825,48.0
9826,27.0
9827,24.0
9828,28.0
9829,23.0
9830,56.0
9831,65.0
9832,57.0
9833,57.0
9834,56.0
9835,50.0
9836,74.0
9837,75.0
9838,51.0
9839,57.0
9840,25.0
9841,42.0
9842,60.0
9843,25.0
9844,17.0
9845,25.0
9846,25.0
9847,13.0
9848,27.0
9849,23.0
9850,13.0
9851,46.0
9852,9.0
9853,21.0
9854,28.0
9855,17.0
9856,30.0
9857,23.0
9858,34.0
9859,30.0
9860,13.0
9861,26.0
9862,25.0
9863,32.0
9864,14.0
9865,28.0
9866,34.0
9867,21.0
9868,25.0
9869,29.0
9870,25.0
9871,17.0
9872,30.0
9873,19.0
9874,25.0
9875,40.0
9876,42.0
9877,50.0
9878,46.0
9879,49.0
9880,59.0
9881,58.0
9882,35.0
9883,18.0
9884,36.0
9885,42.0
9886,34.0
9887,42.0
9888,93.0
9889,72.0
9890,13.0
9891,34.0
9892,38.0
9893,76.0
9894,34.0
9895,30.0
9896,25.0
9897,34.0
9898,30.0
9899,25.0
9900,21.0
9901,17.0
9902,46.0
9903,53.0
9904,50.0
9905,76.0
9906,34.0
9907,30.0
9908,38.0
9909,50.0
9910,97.0
9911,112.0
9912,30.0
9913,25.0
9914,30.0
9915,53.0
9916,34.0
9917,65.0
9918,23.0
9919,59.0
9920,50.0
9921,57.0
9922,37.0
9923,49.0
9924,55.0
9925,83.0
9926,98.0
9927,84.0
9928,106.0
9929,106.0
9930,88.0
9931,34.0
9932,18.0
9933,18.0
9934,51.0
9935,19.0
9936,14.0
9937,35.0
9938,11.0
9939,15.0
9940,19.0
9941,20.0
9942,24.0
9943,13.0
9944,11.0
9945,17.0
9946,26.0
9947,25.0
9948,27.0
9949,37.0
9950,21.0
9951,7.0
9952,14.0
9953,35.0
9954,43.0
9955,43.0
9956,48.0
9957,63.0
9958,75.0
9959,79.0
9960,28.0
9961,40.0
9962,62.0
9963,62.0
9964,82.0
9965,25.0
9966,30.0
9967,74.0
9968,38.0
9969,34.0
9970,30.0
9971,13.0
9972,25.0
9973,34.0
9974,21.0
9975,21.0
9976,21.0
9977,25.0
9978,53.0
9979,38.0
9980,93.0
9981,25.0
9982,21.0
9983,21.0
9984,17.0
9985,17.0
9986,21.0
9987,17.0
9988,13.0
9989,21.0
9990,38.0
9991,57.0
9992,30.0
9993,38.0
9994,85.0
9995,152.0
9996,78.0
9997,85.0
9998,17.0
9999,72.0
10000,74.0
10001,61.0
10002,38.0
10003,25.0
10004,42.0
10005,34.0
10006,30.0
10007,25.0
10008,13.0
10009,114.0
10010,129.0
10011,34.0
10012,21.0
10013,21.0
10014,38.0
10015,68.0
10016,30.0
10017,34.0
10018,21.0
10019,21.0
10020,57.0
10021,55.0
10022,46.0
10023,17.0
10024,13.0
10025,17.0
10026,13.0
10027,21.0
10028,57.0
10029,38.0
10030,13.0
10031,17.0
10032,13.0
10033,55.0
10034,50.0
10035,42.0
10036,34.0
10037,9.0
10038,9.0
10039,9.0
10040,9.0
10041,13.0
10042,17.0
10043,55.0
10044,82.0
10045,78.0
10046,42.0
10047,63.0
10048,63.0
10049,50.0
10050,50.0
10051,34.0
10052,25.0
10053,42.0
10054,57.0
10055,46.0
10056,38.0
10057,34.0
10058,25.0
10059,30.0
10060,59.0
10061,61.0
10062,65.0
10063,68.0
10064,50.0
10065,34.0
10066,46.0
10067,46.0
10068,50.0
10069,25.0
10070,30.0
10071,61.0
10072,68.0
10073,72.0
10074,59.0
10075,59.0
10076,25.0
10077,21.0
10078,25.0
10079,25.0
10080,25.0
10081,38.0
10082,42.0
10083,46.0
10084,59.0
10085,34.0
10086,46.0
10087,25.0
10088,63.0
10089,34.0
10090,38.0
10091,34.0
10092,42.0
10093,38.0
10094,50.0
10095,46.0
10096,55.0
10097,30.0
10098,53.0
10099,34.0
10100,46.0
10101,30.0
10102,42.0
10103,63.0
10104,97.0
10105,17.0
10106,42.0
10107,38.0
10108,30.0
10109,34.0
10110,30.0
10111,30.0
10112,30.0
10113,50.0
10114,46.0
10115,42.0
10116,42.0
10117,42.0
10118,25.0
10119,34.0
10120,55.0
10121,68.0
10122,55.0
10123,30.0
10124,30.0
10125,70.0
10126,89.0
10127,117.0
10128,21.0
10129,34.0
10130,55.0
10131,50.0
10132,25.0
10133,17.0
10134,30.0
10135,13.0
10136,13.0
10137,17.0
10138,21.0
10139,17.0
10140,17.0
10141,17.0
10142,21.0
10143,25.0
10144,42.0
10145,25.0
10146,25.0
10147,13.0
10148,13.0
10149,30.0
10150,42.0
10151,46.0
10152,21.0
10153,34.0
10154,25.0
10155,17.0
10156,13.0
10157,30.0
10158,34.0
10159,30.0
10160,25.0
10161,21.0
10162,13.0
10163,21.0
10164,13.0
10165,17.0
10166,30.0
10167,25.0
10168,17.0
10169,17.0
10170,17.0
10171,59.0
10172,30.0
10173,61.0
10174,57.0
10175,61.0
10176,34.0
10177,85.0
10178,74.0
10179,65.0
10180,46.0
10181,42.0
10182,42.0
10183,25.0
10184,34.0
10185,21.0
10186,42.0
10187,42.0
10188,59.0
10189,63.0
10190,63.0
10191,21.0
10192,21.0
10193,46.0
10194,21.0
10195,50.0
10196,46.0
10197,25.0
10198,42.0
10199,59.0
10200,30.0
10201,25.0
10202,21.0
10203,42.0
10204,25.0
10205,57.0
10206,53.0
10207,59.0
10208,25.0
10209,25.0
10210,17.0
10211,21.0
10212,30.0
10213,38.0
10214,42.0
10215,46.0
10216,50.0
10217,70.0
10218,59.0
10219,61.0
10220,65.0
10221,78.0
10222,87.0
10223,72.0
10224,46.0
10225,30.0
10226,38.0
10227,22.0
10228,33.0
10229,35.0
10230,34.0
10231,28.0
10232,40.0
10233,25.0
10234,29.0
10235,25.0
10236,25.0
10237,36.0
10238,69.0
10239,22.0
10240,18.0
10241,19.0
10242,33.0
10243,50.0
10244,29.0
10245,50.0
10246,19.0
10247,30.0
10248,24.0
10249,21.0
10250,43.0
10251,17.0
10252,25.0
10253,18.0
10254,21.0
10255,51.0
10256,23.0
10257,19.0
10258,20.0
10259,20.0
10260,17.0
10261,20.0
10262,18.0
10263,21.0
10264,14.0
10265,25.0
10266,17.0
10267,10.0
10268,17.0
10269,23.0
10270,29.0
10271,22.0
10272,13.0
10273,31.0
10274,24.0
10275,16.0
10276,25.0
10277,13.0
10278,15.0
10279,8.0
10280,13.0
10281,16.0
10282,25.0
10283,11.0
10284,27.0
10285,35.0
10286,16.0
10287,25.0
10288,24.0
10289,24.0
10290,15.0
10291,21.0
10292,17.0
10293,19.0
10294,50.0
10295,60.0
10296,64.0
10297,59.0
10298,8.0
10299,8.0
10300,18.0
10301,16.0
10302,28.0
10303,21.0
10304,9.0
10305,30.0
10306,38.0
10307,15.0
10308,38.0
10309,18.0
10310,15.0
10311,58.0
10312,78.0
10313,17.0
10314,10.0
10315,20.0
10316,43.0
10317,40.0
10318,17.0
10319,17.0
10320,20.0
10321,42.0
10322,16.0
10323,15.0
10324,44.0
10325,8.0
10326,16.0
10327,19.0
10328,39.0
10329,16.0
10330,14.0
10331,23.0
10332,20.0
10333,25.0
10334,8.0
10335,18.0
10336,21.0
10337,21.0
10338,3.0
10339,42.0
10340,63.0
10341,57.0
10342,25.0
10343,25.0
10344,25.0
10345,21.0
10346,30.0
10347,30.0
10348,38.0
10349,34.0
10350,30.0
10351,21.0
10352,65.0
10353,55.0
10354,21.0
10355,21.0
10356,17.0
10357,17.0
10358,21.0
10359,55.0
10360,42.0
10361,55.0
10362,17.0
10363,30.0
10364,53.0
10365,21.0
10366,38.0
10367,42.0
10368,50.0
10369,34.0
10370,34.0
10371,42.0
10372,55.0
10373,38.0
10374,50.0
10375,21.0
10376,42.0
10377,34.0
10378,46.0
10379,55.0
10380,46.0
10381,25.0
10382,42.0
10383,57.0
10384,30.0
10385,42.0
10386,59.0
10387,59.0
10388,38.0
10389,46.0
10390,53.0
10391,59.0
10392,25.0
10393,25.0
10394,38.0
10395,50.0
10396,10.0
10397,61.0
10398,16.0
10399,31.0
10400,17.0
10401,23.0
10402,14.0
10403,28.0
10404,35.0
10405,46.0
10406,35.0
10407,62.0
10408,86.0
10409,43.0
10410,66.0
10411,38.0
10412,17.0
10413,15.0
10414,17.0
10415,8.0
10416,74.0
10417,65.0
10418,15.0
10419,21.0
10420,30.0
10421,64.0
10422,62.0
10423,71.0
10424,65.0
10425,9.0
10426,24.0
10427,50.0
10428,48.0
10429,58.0
10430,311.0
10431,400.0
10432,187.0
10433,194.0
10434,213.0
10435,174.0
10436,190.0
10437,225.0
10438,349.0
10439,340.0
10440,334.0
10441,211.0
10442,178.0
10443,165.0
10444,186.0
10445,197.0
10446,299.0
10447,167.0
10448,197.0
10449,174.0
10450,30.0
10451,38.0
10452,33.0
10453,38.0
10454,33.0
10455,33.0
10456,33.0
10457,37.0
10458,30.0
10459,30.0
10460,170.0
10461,157.0
10462,164.0
10463,178.0
10464,193.0
10465,192.0
10466,83.0
10467,169.0
10468,183.0
10469,209.0
10470,196.0
10471,196.0
10472,88.0
10473,131.0
10474,167.0
10475,159.0
10476,197.0
10477,101.0
10478,93.0
10479,163.0
10480,70.0
10481,93.0
10482,110.0
10483,152.0
10484,174.0
10485,166.0
10486,168.0
10487,164.0
10488,152.0
10489,152.0
10490,132.0
10491,53.0
10492,85.0
10493,98.0
10494,72.0
10495,59.0
10496,88.0
10497,28.0
10498,32.0
10499,19.0
10500,14.0
10501,14.0
10502,27.0
10503,24.0
10504,19.0
10505,17.0
10506,31.0
10507,31.0
10508,63.0
10509,81.0
10510,88.0
10511,69.0
10512,69.0
10513,22.0
10514,5.0
10515,25.0
10516,14.0
10517,24.0
10518,30.0
10519,13.0
10520,12.0
10521,11.0
10522,17.0
10523,19.0
10524,11.0
10525,13.0
10526,13.0
10527,14.0
10528,18.0
10529,14.0
10530,12.0
10531,23.0
10532,21.0
10533,12.0
10534,4.0
10535,8.0
10536,11.0
10537,19.0
10538,30.0
10539,25.0
10540,29.0
10541,38.0
10542,53.0
10543,66.0
10544,23.0
10545,21.0
10546,24.0
10547,53.0
10548,63.0
10549,79.0
10550,26.0
10551,22.0
10552,33.0
10553,63.0
10554,63.0
10555,147.0
10556,175.0
10557,137.0
10558,171.0
10559,168.0
10560,139.0
10561,142.0
10562,154.0
10563,154.0
10564,153.0
10565,163.0
10566,89.0
10567,50.0
10568,65.0
10569,102.0
10570,112.0
10571,114.0
10572,95.0
10573,157.0
10574,85.0
10575,132.0
10576,95.0
10577,91.0
10578,99.0
10579,129.0
10580,87.0
10581,132.0
10582,93.0
10583,91.0
10584,119.0
10585,82.0
10586,76.0
10587,122.0
10588,16.0
10589,42.0
10590,22.0
10591,44.0
10592,55.0
10593,22.0
10594,20.0
10595,31.0
10596,42.0
10597,18.0
10598,27.0
10599,51.0
10600,72.0
10601,88.0
10602,14.0
10603,18.0
10604,40.0
10605,25.0
10606,51.0
10607,27.0
10608,18.0
10609,40.0
10610,51.0
10611,60.0
10612,56.0
10613,29.0
10614,18.0
10615,31.0
10616,31.0
10617,64.0
10618,18.0
10619,20.0
10620,25.0
10621,27.0
10622,14.0
10623,18.0
10624,18.0
10625,27.0
10626,20.0
10627,25.0
10628,33.0
10629,33.0
10630,18.0
10631,18.0
10632,16.0
10633,59.0
10634,71.0
10635,75.0
10636,120.0
10637,117.0
10638,100.0
10639,130.0
10640,98.0
10641,37.0
10642,57.0
10643,100.0
10644,118.0
10645,141.0
10646,124.0
10647,56.0
10648,47.0
10649,93.0
10650,68.0
10651,23.0
10652,30.0
10653,72.0
10654,84.0
10655,52.0
10656,67.0
10657,53.0
10658,70.0
10659,141.0
10660,52.0
10661,58.0
10662,83.0
10663,43.0
10664,48.0
10665,75.0
10666,95.0
10667,92.0
10668,81.0
10669,77.0
10670,90.0
10671,83.0
10672,85.0
10673,103.0
10674,23.0
10675,59.0
10676,80.0
10677,99.0
10678,41.0
10679,69.0
10680,99.0
10681,56.0
10682,2.0
10683,4.0
10684,5.0
10685,5.0
10686,1.0
10687,2.0
10688,4.0
10689,3.0
10690,3.0
10691,1.0
10692,2.0
10693,2.0
10694,3.0
10695,5.0
10696,8.0
10697,7.0
10698,2.0
10699,2.0
10700,3.0
10701,5.0
10702,1.0
10703,1.0
10704,1.0
10705,1.0
10706,1.0
10707,1.0
10708,1.0
10709,3.0
10710,1.0
10711,1.0
10712,1.0
10713,2.0
10714,2.0
10715,1.0
10716,2.0
10717,1.0
10718,1.0
10719,1.0
10720,1.0
10721,3.0
10722,3.0
10723,4.0
10724,4.0
10725,4.0
10726,1.0
10727,2.0
10728,3.0
10729,4.0
10730,5.0
10731,2.0
10732,3.0
10733,2.0
10734,50.0
10735,63.0
10736,72.0
10737,57.0
10738,61.0
10739,65.0
10740,59.0
10741,53.0
10742,30.0
10743,61.0
10744,69.0
10745,65.0
10746,63.0
10747,70.0
10748,74.0
10749,65.0
10750,93.0
10751,95.0
10752,82.0
10753,61.0
10754,61.0
10755,74.0
10756,80.0
10757,53.0
10758,57.0
10759,69.0
10760,78.0
10761,76.0
10762,89.0
10763,82.0
10764,61.0
10765,72.0
10766,87.0
10767,78.0
10768,72.0
10769,124.0
10770,127.0
10771,93.0
10772,85.0
10773,95.0
10774,117.0
10775,149.0
10776,86.0
10777,76.0
10778,91.0
10779,104.0
10780,112.0
10781,125.0
10782,57.0
10783,107.0
10784,123.0
10785,131.0
10786,152.0
10787,123.0
10788,128.0
10789,81.0
10790,103.0
10791,113.0
10792,120.0
10793,116.0
10794,85.0
10795,104.0
10796,121.0
10797,105.0
10798,121.0
10799,151.0
10800,126.0
10801,127.0
10802,85.0
10803,108.0
10804,139.0
10805,93.0
10806,109.0
10807,73.0
10808,87.0
10809,94.0
10810,114.0
10811,132.0
10812,109.0
10813,110.0
10814,128.0
10815,147.0
10816,123.0
10817,127.0
10818,153.0
10819,142.0
10820,153.0
10821,148.0
10822,155.0
10823,123.0
10824,125.0
10825,121.0
10826,125.0
10827,151.0
10828,116.0
10829,111.0
10830,134.0
10831,120.0
10832,125.0
10833,123.0
10834,76.0
10835,90.0
10836,134.0
10837,110.0
10838,86.0
10839,87.0
10840,75.0
10841,85.0
10842,86.0
10843,115.0
10844,163.0
10845,151.0
10846,112.0
10847,112.0
10848,102.0
10849,104.0
10850,105.0
10851,87.0
10852,91.0
10853,97.0
10854,91.0
10855,73.0
10856,39.0
10857,67.0
10858,77.0
10859,67.0
10860,18.0
10861,26.0
10862,30.0
10863,16.0
10864,20.0
10865,21.0
10866,19.0
10867,25.0
10868,16.0
10869,15.0
10870,33.0
10871,40.0
10872,46.0
10873,33.0
10874,48.0
10875,24.0
10876,28.0
10877,36.0
10878,30.0
10879,30.0
10880,43.0
10881,18.0
10882,21.0
10883,44.0
10884,50.0
10885,39.0
10886,64.0
10887,39.0
10888,22.0
10889,27.0
10890,20.0
10891,30.0
10892,57.0
10893,49.0
10894,28.0
10895,20.0
10896,313.0
10897,251.0
10898,262.0
10899,227.0
10900,170.0
10901,194.0
10902,216.0
10903,267.0
10904,179.0
10905,178.0
10906,186.0
10907,195.0
10908,260.0
10909,238.0
10910,163.0
10911,159.0
10912,180.0
10913,250.0
10914,268.0
10915,183.0
10916,157.0
10917,171.0
10918,173.0
10919,172.0
10920,194.0
10921,203.0
10922,239.0
10923,193.0
10924,188.0
10925,197.0
10926,217.0
10927,224.0
10928,221.0
10929,225.0
10930,218.0
10931,170.0
10932,158.0
10933,164.0
10934,179.0
10935,179.0
10936,184.0
10937,179.0
10938,151.0
10939,162.0
10940,153.0
10941,183.0
10942,183.0
10943,172.0
10944,165.0
10945,154.0
10946,95.0
10947,164.0
10948,153.0
10949,160.0
10950,82.0
10951,65.0
10952,104.0
10953,159.0
10954,155.0
10955,149.0
10956,132.0
10957,153.0
10958,102.0
10959,149.0
10960,152.0
10961,153.0
10962,160.0
10963,151.0
10964,117.0
10965,142.0
10966,82.0
10967,61.0
10968,55.0
10969,80.0
10970,80.0
10971,68.0
10972,13.0
10973,21.0
10974,25.0
10975,21.0
10976,25.0
10977,17.0
10978,34.0
10979,21.0
10980,30.0
10981,17.0
10982,30.0
10983,46.0
10984,57.0
10985,17.0
10986,17.0
10987,25.0
10988,38.0
10989,21.0
10990,30.0
10991,25.0
10992,17.0
10993,21.0
10994,42.0
10995,21.0
10996,17.0
10997,21.0
10998,46.0
10999,13.0
11000,17.0
11001,25.0
11002,34.0
11003,38.0
11004,21.0
11005,17.0
11006,21.0
11007,25.0
11008,38.0
11009,25.0
11010,21.0
11011,25.0
11012,21.0
11013,21.0
11014,13.0
11015,40.0
11016,67.0
11017,78.0
11018,101.0
11019,59.0
11020,61.0
11021,48.0
11022,58.0
11023,31.0
11024,19.0
11025,26.0
11026,19.0
11027,56.0
11028,33.0
11029,11.0
11030,12.0
11031,40.0
11032,20.0
11033,17.0
11034,16.0
11035,28.0
11036,7.0
11037,27.0
11038,23.0
11039,50.0
11040,37.0
11041,10.0
11042,30.0
11043,39.0
11044,12.0
11045,9.0
11046,33.0
11047,23.0
11048,38.0
11049,51.0
11050,22.0
11051,58.0
11052,61.0
11053,55.0
11054,57.0
11055,61.0
11056,39.0
11057,37.0
11058,59.0
11059,63.0
11060,60.0
11061,60.0
11062,36.0
11063,52.0
11064,25.0
11065,42.0
11066,25.0
11067,50.0
11068,34.0
11069,38.0
11070,55.0
11071,17.0
11072,25.0
11073,61.0
11074,65.0
11075,57.0
11076,34.0
11077,63.0
11078,80.0
11079,114.0
11080,147.0
11081,154.0
11082,157.0
11083,157.0
11084,155.0
11085,157.0
11086,154.0
11087,168.0
11088,181.0
11089,160.0
11090,161.0
11091,159.0
11092,156.0
11093,165.0
11094,168.0
11095,163.0
11096,161.0
11097,163.0
11098,162.0
11099,159.0
11100,166.0
11101,183.0
11102,187.0
11103,164.0
11104,169.0
11105,171.0
11106,139.0
11107,139.0
11108,158.0
11109,119.0
11110,119.0
11111,153.0
11112,142.0
11113,127.0
11114,139.0
11115,144.0
11116,89.0
11117,107.0
11118,117.0
11119,76.0
11120,104.0
11121,147.0
11122,152.0
11123,152.0
11124,139.0
11125,151.0
11126,151.0
11127,127.0
11128,137.0
11129,151.0
11130,147.0
11131,152.0
11132,153.0
11133,153.0
11134,149.0
11135,151.0
11136,127.0
11137,95.0
11138,87.0
11139,87.0
11140,102.0
11141,124.0
11142,147.0
11143,139.0
11144,158.0
11145,167.0
11146,172.0
11147,156.0
11148,129.0
11149,134.0
11150,132.0
11151,139.0
11152,147.0
11153,152.0
11154,152.0
11155,155.0
11156,157.0
11157,154.0
11158,157.0
11159,175.0
11160,177.0
11161,185.0
11162,180.0
11163,180.0
11164,171.0
11165,157.0
11166,68.0
11167,109.0
11168,139.0
11169,154.0
11170,137.0
11171,153.0
11172,152.0
11173,124.0
11174,104.0
11175,85.0
11176,97.0
11177,127.0
11178,132.0
11179,119.0
11180,154.0
11181,129.0
11182,63.0
11183,65.0
11184,93.0
11185,76.0
11186,109.0
11187,154.0
11188,164.0
11189,160.0
11190,149.0
11191,134.0
11192,161.0
11193,147.0
11194,102.0
11195,99.0
11196,63.0
11197,76.0
11198,76.0
11199,59.0
11200,53.0
11201,50.0
11202,46.0
11203,53.0
11204,80.0
11205,82.0
11206,87.0
11207,104.0
11208,82.0
11209,61.0
11210,59.0
11211,68.0
11212,61.0
11213,70.0
11214,63.0
11215,57.0
11216,61.0
11217,61.0
11218,63.0
11219,55.0
11220,55.0
11221,53.0
11222,55.0
11223,63.0
11224,91.0
11225,72.0
11226,82.0
11227,70.0
11228,55.0
11229,50.0
11230,25.0
11231,18.0
11232,33.0
11233,35.0
11234,51.0
11235,73.0
11236,8.0
11237,14.0
11238,22.0
11239,50.0
11240,75.0
11241,35.0
11242,15.0
11243,12.0
11244,15.0
11245,27.0
11246,17.0
11247,16.0
11248,20.0
11249,10.0
11250,24.0
11251,10.0
11252,10.0
11253,18.0
11254,34.0
11255,30.0
11256,16.0
11257,9.0
11258,21.0
11259,21.0
11260,30.0
11261,60.0
11262,57.0
11263,52.0
11264,69.0
11265,29.0
11266,44.0
11267,56.0
11268,59.0
11269,88.0
11270,28.0
11271,10.0
11272,32.0
11273,66.0
11274,70.0
11275,25.0
11276,25.0
11277,25.0
11278,17.0
11279,25.0
11280,34.0
11281,21.0
11282,25.0
11283,30.0
11284,38.0
11285,38.0
11286,53.0
11287,21.0
11288,17.0
11289,17.0
11290,21.0
11291,17.0
11292,17.0
11293,21.0
11294,38.0
11295,42.0
11296,34.0
11297,21.0
11298,38.0
11299,61.0
11300,87.0
11301,21.0
11302,74.0
11303,65.0
11304,21.0
11305,61.0
11306,63.0
11307,30.0
11308,38.0
11309,42.0
11310,34.0
11311,38.0
11312,30.0
11313,21.0
11314,53.0
11315,160.0
11316,78.0
11317,34.0
11318,21.0
11319,42.0
11320,63.0
11321,25.0
11322,38.0
11323,30.0
11324,65.0
11325,46.0
11326,46.0
11327,34.0
11328,25.0
11329,17.0
11330,25.0
11331,17.0
11332,21.0
11333,46.0
11334,50.0
11335,17.0
11336,13.0
11337,17.0
11338,55.0
11339,46.0
11340,34.0
11341,30.0
11342,13.0
11343,13.0
11344,13.0
11345,13.0
11346,17.0
11347,17.0
11348,181.0
11349,299.0
11350,286.0
11351,169.0
11352,95.0
11353,137.0
11354,144.0
11355,78.0
11356,82.0
11357,99.0
11358,76.0
11359,68.0
11360,87.0
11361,127.0
11362,139.0
11363,93.0
11364,76.0
11365,112.0
11366,61.0
11367,34.0
11368,42.0
11369,80.0
11370,91.0
11371,65.0
11372,82.0
11373,18.0
11374,15.0
11375,15.0
11376,14.0
11377,15.0
11378,18.0
11379,15.0
11380,21.0
11381,30.0
11382,27.0
11383,35.0
11384,32.0
11385,29.0
11386,34.0
11387,18.0
11388,22.0
11389,13.0
11390,19.0
11391,18.0
11392,23.0
11393,25.0
11394,14.0
11395,23.0
11396,19.0
11397,19.0
11398,18.0
11399,25.0
11400,22.0
11401,22.0
11402,19.0
11403,19.0
11404,22.0
11405,11.0
11406,16.0
11407,17.0
11408,24.0
11409,39.0
11410,48.0
11411,42.0
11412,19.0
11413,23.0
11414,29.0
11415,25.0
11416,24.0
11417,35.0
11418,29.0
11419,25.0
11420,21.0
11421,15.0
11422,23.0
11423,21.0
11424,23.0
11425,22.0
11426,22.0
11427,20.0
11428,27.0
11429,56.0
11430,27.0
11431,22.0
11432,17.0
11433,29.0
11434,41.0
11435,52.0
11436,63.0
11437,24.0
11438,27.0
11439,65.0
11440,32.0
11441,46.0
11442,32.0
11443,25.0
11444,25.0
11445,25.0
11446,46.0
11447,21.0
11448,30.0
11449,46.0
11450,25.0
11451,53.0
11452,53.0
11453,46.0
11454,25.0
11455,21.0
11456,34.0
11457,25.0
11458,21.0
11459,21.0
11460,17.0
11461,25.0
11462,25.0
11463,17.0
11464,30.0
11465,38.0
11466,30.0
11467,42.0
11468,38.0
11469,42.0
11470,25.0
11471,34.0
11472,38.0
11473,42.0
11474,59.0
11475,70.0
11476,74.0
11477,34.0
11478,13.0
11479,13.0
11480,21.0
11481,25.0
11482,21.0
11483,29.0
11484,22.0
11485,24.0
11486,29.0
11487,27.0
11488,30.0
11489,39.0
11490,40.0
11491,27.0
11492,36.0
11493,21.0
11494,39.0
11495,6.0
11496,33.0
11497,30.0
11498,34.0
11499,29.0
11500,34.0
11501,42.0
11502,36.0
11503,54.0
11504,26.0
11505,28.0
11506,27.0
11507,30.0
11508,29.0
11509,29.0
11510,35.0
11511,23.0
11512,36.0
11513,41.0
11514,32.0
11515,47.0
11516,47.0
11517,25.0
11518,40.0
11519,39.0
11520,37.0
11521,34.0
11522,32.0
11523,26.0
11524,23.0
11525,19.0
11526,24.0
11527,23.0
11528,29.0
11529,16.0
11530,17.0
11531,29.0
11532,38.0
11533,51.0
11534,54.0
11535,44.0
11536,33.0
