,target
14317,53.0
14318,59.0
14319,59.0
14320,30.0
14321,25.0
14322,158.0
14323,155.0
14324,156.0
14325,140.0
14326,120.0
14327,157.0
14328,124.0
14329,98.0
14330,120.0
14331,122.0
14332,149.0
14333,154.0
14334,90.0
14335,99.0
14336,110.0
14337,159.0
14338,136.0
14339,113.0
14340,102.0
14341,132.0
14342,131.0
14343,115.0
14344,116.0
14345,151.0
14346,164.0
14347,140.0
14348,67.0
14349,106.0
14350,126.0
14351,142.0
14352,146.0
14353,112.0
14354,131.0
14355,156.0
14356,153.0
14357,141.0
14358,136.0
14359,157.0
14360,147.0
14361,135.0
14362,160.0
14363,158.0
14364,157.0
14365,135.0
14366,155.0
14367,147.0
14368,124.0
14369,143.0
14370,162.0
14371,162.0
14372,134.0
14373,110.0
14374,136.0
14375,152.0
14376,159.0
14377,164.0
14378,165.0
14379,160.0
14380,151.0
14381,129.0
14382,127.0
14383,154.0
14384,113.0
14385,113.0
14386,139.0
14387,120.0
14388,118.0
14389,88.0
14390,111.0
14391,87.0
14392,105.0
14393,107.0
14394,106.0
14395,95.0
14396,93.0
14397,114.0
14398,124.0
14399,143.0
14400,109.0
14401,141.0
14402,107.0
14403,102.0
14404,90.0
14405,81.0
14406,81.0
14407,69.0
14408,85.0
14409,70.0
14410,88.0
14411,83.0
14412,71.0
14413,68.0
14414,80.0
14415,101.0
14416,38.0
14417,63.0
14418,55.0
14419,25.0
14420,30.0
14421,34.0
14422,30.0
14423,21.0
14424,30.0
14425,34.0
14426,59.0
14427,34.0
14428,46.0
14429,38.0
14430,34.0
14431,50.0
14432,21.0
14433,30.0
14434,63.0
14435,50.0
14436,57.0
14437,55.0
14438,46.0
14439,30.0
14440,25.0
14441,17.0
14442,17.0
14443,21.0
14444,17.0
14445,17.0
14446,21.0
14447,50.0
14448,68.0
14449,46.0
14450,55.0
14451,17.0
14452,30.0
14453,53.0
14454,21.0
14455,38.0
14456,38.0
14457,46.0
14458,55.0
14459,53.0
14460,55.0
14461,42.0
14462,25.0
14463,30.0
14464,38.0
14465,53.0
14466,38.0
14467,57.0
14468,53.0
14469,42.0
14470,61.0
14471,42.0
14472,17.0
14473,21.0
14474,34.0
14475,34.0
14476,42.0
14477,25.0
14478,34.0
14479,42.0
14480,46.0
14481,42.0
14482,25.0
14483,50.0
14484,34.0
14485,25.0
14486,42.0
14487,55.0
14488,38.0
14489,34.0
14490,25.0
14491,42.0
14492,59.0
14493,59.0
14494,34.0
14495,42.0
14496,61.0
14497,46.0
14498,50.0
14499,42.0
14500,59.0
14501,63.0
14502,25.0
14503,21.0
14504,34.0
14505,25.0
14506,13.0
14507,38.0
14508,53.0
14509,61.0
14510,154.0
14511,169.0
14512,170.0
14513,127.0
14514,95.0
14515,132.0
14516,162.0
14517,152.0
14518,137.0
14519,151.0
14520,127.0
14521,107.0
14522,139.0
14523,151.0
14524,163.0
14525,168.0
14526,107.0
14527,119.0
14528,151.0
14529,161.0
14530,160.0
14531,117.0
14532,97.0
14533,161.0
14534,151.0
14535,155.0
14536,158.0
14537,157.0
14538,149.0
14539,142.0
14540,114.0
14541,93.0
14542,109.0
14543,122.0
14544,124.0
14545,129.0
14546,117.0
14547,104.0
14548,147.0
14549,151.0
14550,129.0
14551,104.0
14552,107.0
14553,99.0
14554,68.0
14555,97.0
14556,112.0
14557,109.0
14558,117.0
14559,142.0
14560,117.0
14561,132.0
14562,142.0
14563,127.0
14564,119.0
14565,117.0
14566,104.0
14567,104.0
14568,87.0
14569,68.0
14570,80.0
14571,87.0
14572,99.0
14573,91.0
14574,91.0
14575,102.0
14576,89.0
14577,99.0
14578,122.0
14579,124.0
14580,107.0
14581,134.0
14582,129.0
14583,107.0
14584,107.0
14585,124.0
14586,132.0
14587,129.0
14588,117.0
14589,99.0
14590,107.0
14591,97.0
14592,107.0
14593,142.0
14594,114.0
14595,91.0
14596,93.0
14597,104.0
14598,109.0
14599,109.0
14600,97.0
14601,93.0
14602,97.0
14603,97.0
14604,14.2
14605,17.1
14606,14.1
14607,14.1
14608,22.9
14609,21.8
14610,20.3
14611,14.9
14612,14.5
14613,14.3
14614,15.9
14615,25.6
14616,20.2
14617,20.5
14618,18.8
14619,14.9
14620,14.0
14621,16.0
14622,16.8
14623,14.8
14624,13.7
14625,16.6
14626,11.6
14627,11.4
14628,12.4
14629,18.9
14630,15.4
14631,18.0
14632,13.7
14633,13.2
14634,13.7
14635,16.9
14636,14.1
14637,13.7
14638,14.3
14639,13.6
14640,19.8
14641,22.9
14642,15.4
14643,15.9
14644,20.2
14645,13.0
14646,20.7
14647,18.9
14648,16.6
14649,12.8
14650,12.1
14651,14.1
14652,16.2
14653,17.2
14654,15.0
14655,17.5
14656,12.7
14657,15.1
14658,20.5
14659,13.6
14660,14.7
14661,13.7
14662,12.3
14663,15.4
14664,11.5
14665,14.9
14666,13.8
14667,13.1
14668,16.9
14669,21.2
14670,17.9
14671,16.1
14672,16.2
14673,15.1
14674,14.5
14675,12.7
14676,13.2
14677,11.5
14678,12.2
14679,12.9
14680,15.7
14681,17.9
14682,13.7
14683,19.9
14684,12.5
14685,11.7
14686,12.6
14687,12.7
14688,15.0
14689,13.2
14690,15.1
14691,17.6
14692,15.4
14693,12.7
14694,11.9
14695,14.0
14696,12.5
14697,19.4
14698,21.0
14699,30.0
14700,21.0
14701,17.0
14702,25.0
14703,53.0
14704,59.0
14705,17.0
14706,25.0
14707,50.0
14708,61.0
14709,57.0
14710,42.0
14711,55.0
14712,17.0
14713,38.0
14714,30.0
14715,38.0
14716,46.0
14717,25.0
14718,68.0
14719,72.0
14720,59.0
14721,34.0
14722,53.0
14723,63.0
14724,21.0
14725,13.0
14726,13.0
14727,9.0
14728,13.0
14729,21.0
14730,46.0
14731,30.0
14732,42.0
14733,13.0
14734,42.0
14735,46.0
14736,17.0
14737,38.0
14738,21.0
14739,55.0
14740,65.0
14741,61.0
14742,57.0
14743,68.0
14744,25.0
14745,17.0
14746,25.0
14747,42.0
14748,42.0
14749,59.0
14750,38.0
14751,50.0
14752,70.0
14753,42.0
14754,17.0
14755,21.0
14756,42.0
14757,42.0
14758,30.0
14759,38.0
14760,34.0
14761,25.0
14762,30.0
14763,38.0
14764,46.0
14765,30.0
14766,38.0
14767,13.0
14768,25.0
14769,50.0
14770,30.0
14771,30.0
14772,21.0
14773,25.0
14774,42.0
14775,55.0
14776,30.0
14777,42.0
14778,59.0
14779,38.0
14780,30.0
14781,30.0
14782,46.0
14783,63.0
14784,42.0
14785,13.0
14786,34.0
14787,53.0
14788,46.0
14789,25.0
14790,42.0
14791,59.0
14792,59.0
14793,34.0
14794,46.0
14795,54.0
14796,59.0
14797,57.0
14798,46.0
14799,30.0
14800,34.0
14801,50.0
14802,57.0
14803,57.0
14804,53.0
14805,55.0
14806,55.0
14807,59.0
14808,38.0
14809,42.0
14810,35.0
14811,30.0
14812,42.0
14813,53.0
14814,48.0
14815,25.0
14816,62.0
14817,59.0
14818,61.0
14819,42.0
14820,46.0
14821,38.0
14822,30.0
14823,57.0
14824,53.0
14825,46.0
14826,59.0
14827,55.0
14828,63.0
14829,21.0
14830,28.0
14831,34.0
14832,42.0
14833,50.0
14834,57.0
14835,59.0
14836,64.0
14837,61.0
14838,85.0
14839,95.0
14840,58.0
14841,57.0
14842,56.0
14843,38.0
14844,64.0
14845,61.0
14846,46.0
14847,50.0
14848,59.0
14849,58.0
14850,38.0
14851,38.0
14852,46.0
14853,74.0
14854,67.0
14855,57.0
14856,55.0
14857,30.0
14858,70.0
14859,82.0
14860,72.0
14861,76.0
14862,68.0
14863,57.0
14864,61.0
14865,91.0
14866,74.0
14867,61.0
14868,38.0
14869,42.0
14870,30.0
14871,17.0
14872,46.0
14873,46.0
14874,160.0
14875,59.0
14876,71.0
14877,63.0
14878,63.0
14879,34.0
14880,55.0
14881,65.0
14882,55.0
14883,63.0
14884,46.0
14885,34.0
14886,42.0
14887,55.0
14888,34.0
14889,21.0
14890,23.0
14891,55.0
14892,65.0
14893,59.0
14894,46.0
14895,25.0
14896,19.0
14897,17.0
14898,25.0
14899,53.0
14900,21.0
14901,25.0
14902,34.0
14903,35.0
14904,25.0
14905,25.0
14906,21.0
14907,17.0
14908,19.0
14909,13.0
14910,9.0
14911,13.0
14912,21.0
14913,19.0
14914,17.0
14915,34.0
14916,9.0
14917,13.0
14918,17.0
14919,17.0
14920,21.0
14921,25.0
14922,34.0
14923,70.0
14924,25.0
14925,50.0
14926,30.0
14927,9.0
14928,13.0
14929,9.0
14930,9.0
14931,13.0
14932,21.0
14933,21.0
14934,25.0
14935,17.0
14936,12.0
14937,17.0
14938,13.0
14939,21.0
14940,25.0
14941,17.0
14942,15.0
14943,9.0
14944,9.0
14945,13.0
14946,17.0
14947,21.0
14948,25.0
14949,25.0
14950,13.0
14951,13.0
14952,13.0
14953,13.0
14954,17.0
14955,25.0
14956,13.0
14957,30.0
14958,21.0
14959,13.0
14960,13.0
14961,17.0
14962,13.0
14963,13.0
14964,17.0
14965,15.0
14966,9.0
14967,17.0
14968,17.0
14969,13.0
14970,13.0
14971,25.0
14972,17.0
14973,17.0
14974,13.0
14975,17.0
14976,14.0
14977,17.0
14978,18.0
14979,18.0
14980,57.0
14981,34.0
14982,30.0
14983,38.0
14984,61.0
14985,50.0
14986,38.0
14987,30.0
14988,21.0
14989,25.0
14990,42.0
14991,50.0
14992,34.0
14993,25.0
14994,38.0
14995,34.0
14996,25.0
14997,57.0
14998,46.0
14999,50.0
15000,74.0
15001,55.0
15002,95.0
15003,78.0
15004,85.0
15005,38.0
15006,17.0
15007,13.0
15008,25.0
15009,9.0
15010,9.0
15011,9.0
15012,13.0
15013,21.0
15014,21.0
15015,65.0
15016,74.0
15017,87.0
15018,57.0
15019,21.0
15020,13.0
15021,17.0
15022,25.0
15023,21.0
15024,34.0
15025,25.0
15026,13.0
15027,17.0
15028,17.0
15029,17.0
15030,25.0
15031,30.0
15032,17.0
15033,13.0
15034,13.0
15035,13.0
15036,25.0
15037,21.0
15038,30.0
15039,13.0
15040,13.0
15041,25.0
15042,34.0
15043,25.0
15044,25.0
15045,42.0
15046,25.0
15047,17.0
15048,9.0
15049,9.0
15050,13.0
15051,21.0
15052,46.0
15053,42.0
15054,38.0
15055,65.0
15056,72.0
15057,65.0
15058,80.0
15059,25.0
15060,34.0
15061,25.0
15062,42.0
15063,57.0
15064,61.0
15065,68.0
15066,80.0
15067,38.0
15068,17.0
15069,46.0
15070,42.0
15071,68.0
15072,50.0
15073,46.0
15074,22.0
15075,90.0
15076,111.0
15077,97.0
15078,62.0
15079,29.0
15080,51.0
15081,63.0
15082,105.0
15083,118.0
15084,24.0
15085,53.0
15086,65.0
15087,154.0
15088,100.0
15089,103.0
15090,110.0
15091,83.0
15092,84.0
15093,58.0
15094,59.0
15095,23.0
15096,27.0
15097,67.0
15098,91.0
15099,37.0
15100,17.0
15101,24.0
15102,25.0
15103,5.0
15104,12.0
15105,17.0
15106,57.0
15107,33.0
15108,49.0
15109,35.0
15110,30.0
15111,34.0
15112,41.0
15113,74.0
15114,53.0
15115,58.0
15116,83.0
15117,114.0
15118,82.0
15119,63.0
15120,73.0
15121,65.0
15122,13.0
15123,25.0
15124,62.0
15125,35.0
15126,78.0
15127,51.0
15128,38.0
15129,46.0
15130,33.0
15131,33.0
15132,68.0
15133,70.0
15134,56.0
15135,54.0
15136,61.0
15137,64.0
15138,15.0
15139,23.0
15140,15.0
15141,11.0
15142,17.0
15143,30.0
15144,53.0
15145,62.0
15146,51.0
15147,79.0
15148,59.0
15149,15.0
15150,21.0
15151,23.0
15152,34.0
15153,33.0
15154,28.0
15155,54.0
15156,55.0
15157,27.0
15158,14.0
15159,26.0
15160,25.0
15161,46.0
15162,76.0
15163,53.0
15164,42.0
15165,30.0
15166,38.0
15167,57.0
15168,78.0
15169,46.0
15170,34.0
15171,34.0
15172,53.0
15173,68.0
15174,78.0
15175,65.0
15176,50.0
15177,72.0
15178,34.0
15179,38.0
15180,30.0
15181,42.0
15182,42.0
15183,38.0
15184,25.0
15185,34.0
15186,42.0
15187,46.0
15188,38.0
15189,38.0
15190,42.0
15191,34.0
15192,42.0
15193,38.0
15194,21.0
15195,34.0
15196,34.0
15197,25.0
15198,46.0
15199,42.0
15200,34.0
15201,30.0
15202,38.0
15203,38.0
15204,46.0
15205,34.0
15206,38.0
15207,25.0
15208,38.0
15209,21.0
15210,30.0
15211,42.0
15212,34.0
15213,46.0
15214,38.0
15215,38.0
15216,34.0
15217,34.0
15218,25.0
15219,25.0
15220,25.0
15221,30.0
15222,25.0
15223,34.0
15224,25.0
15225,25.0
15226,25.0
15227,30.0
15228,21.0
15229,25.0
15230,30.0
15231,34.0
15232,25.0
15233,30.0
15234,30.0
15235,30.0
15236,30.0
15237,25.0
15238,53.0
15239,34.0
15240,25.0
15241,21.0
15242,34.0
15243,34.0
15244,30.0
15245,38.0
15246,30.0
15247,34.0
15248,46.0
15249,38.0
15250,34.0
15251,34.0
15252,42.0
15253,42.0
15254,38.0
15255,30.0
15256,61.0
15257,25.0
15258,34.0
15259,42.0
15260,25.0
15261,55.0
15262,13.0
15263,13.0
15264,9.0
15265,30.0
15266,25.0
15267,30.0
15268,5.0
15269,13.0
15270,21.0
15271,13.0
15272,30.0
15273,55.0
15274,63.0
15275,82.0
15276,89.0
15277,68.0
15278,74.0
15279,102.0
15280,72.0
15281,13.0
15282,5.0
15283,17.0
15284,17.0
15285,9.0
15286,13.0
15287,25.0
15288,17.0
15289,17.0
15290,46.0
15291,89.0
15292,59.0
15293,46.0
15294,21.0
15295,17.0
15296,13.0
15297,13.0
15298,13.0
15299,25.0
15300,25.0
15301,13.0
15302,5.0
15303,9.0
15304,13.0
15305,17.0
15306,13.0
15307,17.0
15308,13.0
15309,9.0
15310,9.0
15311,13.0
15312,17.0
15313,34.0
15314,21.0
15315,74.0
15316,63.0
15317,70.0
15318,107.0
15319,89.0
15320,25.0
15321,17.0
15322,17.0
15323,25.0
15324,65.0
15325,72.0
15326,95.0
15327,124.0
15328,13.0
15329,13.0
15330,61.0
15331,63.0
15332,70.0
15333,38.0
15334,30.0
15335,32.0
15336,54.0
15337,56.0
15338,59.0
15339,143.0
15340,72.0
15341,128.0
15342,95.0
15343,105.0
15344,74.0
15345,39.0
15346,60.0
15347,49.0
15348,65.0
15349,48.0
15350,58.0
15351,59.0
15352,75.0
15353,88.0
15354,157.0
15355,93.0
15356,61.0
15357,62.0
15358,60.0
15359,66.0
15360,76.0
15361,113.0
15362,46.0
15363,73.0
15364,76.0
15365,71.0
15366,47.0
15367,117.0
15368,74.0
15369,59.0
15370,92.0
15371,70.0
15372,53.0
15373,53.0
15374,43.0
15375,34.0
15376,37.0
15377,56.0
15378,27.0
15379,56.0
15380,46.0
15381,49.0
15382,47.0
15383,17.0
15384,35.0
15385,25.0
15386,33.0
15387,58.0
15388,38.0
15389,20.0
15390,18.0
15391,25.0
15392,23.0
15393,38.0
15394,34.0
15395,24.0
15396,10.0
15397,23.0
15398,32.0
15399,47.0
15400,65.0
15401,58.0
15402,21.0
15403,34.0
15404,57.0
15405,42.0
15406,21.0
15407,25.0
15408,53.0
15409,25.0
15410,34.0
15411,25.0
15412,30.0
15413,50.0
15414,30.0
15415,42.0
15416,50.0
15417,46.0
15418,25.0
15419,21.0
15420,25.0
15421,70.0
15422,53.0
15423,46.0
15424,34.0
15425,34.0
15426,30.0
15427,30.0
15428,13.0
15429,21.0
15430,21.0
15431,21.0
15432,21.0
15433,25.0
15434,74.0
15435,78.0
15436,55.0
15437,46.0
15438,17.0
15439,30.0
15440,53.0
15441,25.0
15442,50.0
15443,50.0
15444,53.0
15445,34.0
15446,38.0
15447,46.0
15448,50.0
15449,25.0
15450,25.0
15451,34.0
15452,34.0
15453,38.0
15454,57.0
15455,38.0
15456,30.0
15457,53.0
15458,34.0
15459,21.0
15460,21.0
15461,21.0
15462,25.0
15463,42.0
15464,21.0
15465,38.0
15466,50.0
15467,59.0
15468,61.0
15469,21.0
15470,30.0
15471,25.0
15472,38.0
15473,38.0
15474,42.0
15475,30.0
15476,30.0
15477,25.0
15478,34.0
15479,50.0
15480,59.0
15481,25.0
15482,34.0
15483,55.0
15484,46.0
15485,46.0
15486,46.0
15487,55.0
15488,55.0
15489,21.0
15490,25.0
15491,34.0
15492,46.0
15493,25.0
15494,46.0
15495,50.0
15496,57.0
15497,32.0
15498,49.0
15499,53.0
15500,32.0
15501,37.0
15502,54.0
15503,60.0
15504,54.0
15505,49.0
15506,45.0
15507,32.0
15508,41.0
15509,56.0
15510,60.0
15511,45.0
15512,40.0
15513,30.0
15514,31.0
15515,51.0
15516,37.0
15517,32.0
15518,37.0
15519,44.0
15520,55.0
15521,49.0
15522,38.0
15523,54.0
15524,53.0
15525,64.0
15526,62.0
15527,75.0
15528,54.0
15529,50.0
15530,54.0
15531,65.0
15532,65.0
15533,74.0
15534,69.0
15535,68.0
15536,69.0
15537,57.0
15538,55.0
15539,52.0
15540,48.0
15541,54.0
15542,57.0
15543,54.0
15544,54.0
15545,54.0
15546,51.0
15547,47.0
15548,43.0
15549,48.0
15550,58.0
15551,63.0
15552,60.0
15553,64.0
15554,61.0
15555,56.0
15556,55.0
15557,57.0
15558,52.0
15559,52.0
15560,63.0
15561,65.0
15562,59.0
15563,62.0
15564,45.0
15565,36.0
15566,26.0
15567,28.0
15568,30.0
15569,51.0
15570,40.0
15571,23.0
15572,29.0
15573,41.0
15574,56.0
15575,65.0
15576,71.0
15577,50.0
15578,43.0
15579,23.0
15580,42.0
15581,61.0
15582,46.0
15583,25.0
15584,38.0
15585,40.0
15586,39.0
15587,57.0
15588,53.0
15589,57.0
15590,55.0
15591,54.0
15592,52.0
15593,54.0
15594,55.0
15595,64.0
15596,59.0
15597,62.0
15598,67.0
15599,64.0
15600,55.0
15601,78.0
15602,68.0
15603,65.0
15604,63.0
15605,59.0
15606,76.0
15607,65.0
15608,82.0
15609,65.0
15610,53.0
15611,56.0
15612,54.0
15613,47.0
15614,51.0
15615,55.0
15616,61.0
15617,57.0
15618,65.0
15619,61.0
15620,65.0
15621,62.0
15622,65.0
15623,59.0
15624,62.0
15625,61.0
15626,74.0
15627,63.0
15628,59.0
15629,63.0
15630,63.0
15631,64.0
15632,56.0
15633,59.0
15634,64.0
15635,59.0
15636,59.0
15637,53.0
15638,54.0
15639,54.0
15640,55.0
15641,55.0
15642,55.0
15643,61.0
15644,57.0
15645,59.0
15646,59.0
15647,53.0
15648,53.0
15649,59.0
15650,61.0
15651,61.0
15652,55.0
15653,55.0
15654,53.0
15655,53.0
15656,61.0
15657,59.0
15658,61.0
15659,57.0
15660,53.0
15661,57.0
15662,42.0
15663,46.0
15664,42.0
15665,38.0
15666,46.0
15667,46.0
15668,34.0
15669,34.0
15670,42.0
15671,42.0
15672,52.0
15673,54.0
15674,55.0
15675,58.0
15676,57.0
15677,56.0
15678,50.0
15679,42.0
15680,61.0
15681,55.0
15682,42.0
15683,42.0
15684,34.0
15685,42.0
15686,59.0
15687,57.0
15688,38.0
15689,38.0
15690,38.0
15691,50.0
15692,50.0
15693,53.0
15694,38.0
15695,25.0
15696,65.0
15697,87.0
15698,55.0
15699,55.0
15700,25.0
15701,34.0
15702,42.0
15703,17.0
15704,17.0
15705,17.0
15706,21.0
15707,25.0
15708,25.0
15709,46.0
15710,78.0
15711,63.0
15712,55.0
15713,53.0
15714,30.0
15715,30.0
15716,61.0
15717,57.0
15718,95.0
15719,119.0
15720,63.0
15721,34.0
15722,38.0
15723,50.0
15724,30.0
15725,21.0
15726,30.0
15727,38.0
15728,38.0
15729,50.0
15730,63.0
15731,46.0
15732,30.0
15733,42.0
15734,21.0
15735,25.0
15736,25.0
15737,21.0
15738,25.0
15739,50.0
15740,42.0
15741,42.0
15742,53.0
15743,61.0
15744,53.0
15745,30.0
15746,42.0
15747,21.0
15748,42.0
15749,30.0
15750,34.0
15751,30.0
15752,42.0
15753,30.0
15754,30.0
15755,38.0
15756,46.0
15757,21.0
15758,21.0
15759,55.0
15760,53.0
15761,53.0
15762,55.0
15763,61.0
15764,42.0
15765,30.0
15766,30.0
15767,38.0
15768,38.0
15769,30.0
15770,46.0
15771,50.0
15772,57.0
15773,82.0
15774,97.0
15775,70.0
15776,50.0
15777,57.0
15778,76.0
15779,87.0
15780,72.0
15781,63.0
15782,30.0
15783,53.0
15784,70.0
15785,74.0
15786,82.0
15787,76.0
15788,42.0
15789,38.0
15790,17.0
15791,13.0
15792,72.0
15793,65.0
15794,76.0
15795,85.0
15796,93.0
15797,55.0
15798,34.0
15799,25.0
15800,21.0
15801,25.0
15802,25.0
15803,17.0
15804,21.0
15805,50.0
15806,57.0
15807,30.0
15808,59.0
15809,59.0
15810,76.0
15811,82.0
15812,30.0
15813,38.0
15814,63.0
15815,87.0
15816,53.0
15817,72.0
15818,104.0
15819,112.0
15820,42.0
15821,38.0
15822,59.0
15823,76.0
15824,78.0
15825,63.0
15826,61.0
15827,61.0
15828,34.0
15829,46.0
15830,89.0
15831,65.0
15832,17.0
15833,25.0
15834,17.0
15835,13.0
15836,17.0
15837,13.0
15838,13.0
15839,21.0
15840,25.0
15841,30.0
15842,65.0
15843,72.0
15844,61.0
15845,42.0
15846,38.0
15847,17.0
15848,38.0
15849,50.0
15850,53.0
15851,42.0
15852,50.0
15853,25.0
15854,17.0
15855,34.0
15856,21.0
15857,30.0
15858,25.0
15859,34.0
15860,30.0
15861,38.0
15862,13.0
15863,9.0
15864,17.0
15865,30.0
15866,34.0
15867,46.0
15868,38.0
15869,30.0
15870,21.0
15871,42.0
15872,50.0
15873,17.0
15874,30.0
15875,42.0
15876,42.0
15877,34.0
15878,9.0
15879,21.0
15880,30.0
15881,17.0
15882,21.0
15883,34.0
15884,25.0
15885,13.0
15886,42.0
15887,55.0
15888,50.0
15889,34.0
15890,38.0
15891,34.0
15892,30.0
15893,34.0
15894,46.0
15895,34.0
15896,25.0
15897,21.0
15898,34.0
15899,38.0
15900,38.0
15901,34.0
15902,30.0
15903,30.0
15904,42.0
15905,53.0
15906,50.0
15907,30.0
15908,38.0
15909,21.0
15910,21.0
15911,25.0
15912,34.0
15913,53.0
15914,57.0
15915,61.0
15916,25.0
15917,13.0
15918,21.0
15919,38.0
15920,42.0
15921,38.0
15922,30.0
15923,25.0
15924,21.0
15925,38.0
15926,57.0
15927,34.0
15928,46.0
15929,46.0
15930,25.0
15931,21.0
15932,25.0
15933,30.0
15934,30.0
15935,42.0
15936,42.0
15937,65.0
15938,78.0
15939,70.0
15940,63.0
15941,50.0
15942,57.0
15943,63.0
15944,57.0
15945,38.0
15946,61.0
15947,82.0
15948,70.0
15949,63.0
15950,61.0
15951,55.0
15952,57.0
15953,61.0
15954,61.0
15955,61.0
15956,65.0
15957,57.0
15958,44.0
15959,28.0
15960,24.0
15961,71.0
15962,22.0
15963,30.0
15964,28.0
15965,27.0
15966,17.0
15967,18.0
15968,22.0
15969,24.0
15970,19.0
15971,17.0
15972,26.0
15973,58.0
15974,57.0
15975,63.0
15976,55.0
15977,49.0
15978,46.0
15979,51.0
15980,42.0
15981,41.0
15982,23.0
15983,28.0
15984,54.0
15985,53.0
15986,34.0
15987,64.0
15988,64.0
15989,34.0
15990,18.0
15991,15.0
15992,12.0
15993,12.0
15994,19.0
15995,23.0
15996,27.0
15997,35.0
15998,58.0
15999,33.0
16000,21.0
16001,16.0
16002,15.0
16003,19.0
16004,15.0
16005,15.0
16006,18.0
16007,23.0
16008,47.0
16009,55.0
16010,52.0
16011,63.0
16012,28.0
16013,40.0
16014,37.0
16015,33.0
16016,29.0
16017,38.0
16018,44.0
16019,60.0
16020,65.0
16021,57.0
16022,39.0
16023,45.0
16024,29.0
16025,32.0
16026,35.0
16027,36.0
16028,37.0
16029,14.0
16030,18.0
16031,22.0
16032,80.0
16033,59.0
16034,26.0
16035,28.0
16036,32.0
16037,37.0
16038,32.0
16039,27.0
16040,19.0
16041,30.0
16042,34.0
16043,51.0
16044,61.0
16045,31.0
16046,20.0
16047,33.0
16048,55.0
16049,58.0
16050,48.0
16051,32.0
16052,61.0
16053,27.0
16054,25.0
16055,37.0
16056,44.0
16057,53.0
16058,26.0
16059,24.0
16060,10.0
16061,30.0
16062,21.0
16063,23.0
16064,13.0
16065,15.0
16066,27.0
16067,16.0
16068,19.0
16069,24.0
16070,55.0
16071,65.0
16072,76.0
16073,76.0
16074,70.0
16075,68.0
16076,59.0
16077,23.0
16078,9.0
16079,18.0
16080,21.0
16081,13.0
16082,15.0
16083,25.0
16084,34.0
16085,15.0
16086,21.0
16087,61.0
16088,74.0
16089,49.0
16090,20.0
16091,25.0
16092,18.0
16093,17.0
16094,17.0
16095,20.0
16096,27.0
16097,9.0
16098,18.0
16099,21.0
16100,13.0
16101,20.0
16102,24.0
16103,20.0
16104,13.0
16105,16.0
16106,13.0
16107,10.0
16108,16.0
16109,17.0
16110,36.0
16111,13.0
16112,13.0
16113,18.0
16114,33.0
16115,29.0
16116,48.0
16117,37.0
16118,17.0
16119,18.0
16120,10.0
16121,9.0
16122,14.0
16123,21.0
16124,38.0
16125,30.0
16126,35.0
16127,46.0
16128,38.0
16129,64.0
16130,26.0
16131,22.0
16132,25.0
16133,30.0
16134,42.0
16135,55.0
16136,68.0
16137,80.0
16138,87.0
16139,17.0
16140,17.0
16141,23.0
16142,30.0
16143,37.0
16144,30.0
16145,46.0
16146,57.0
16147,17.0
16148,42.0
16149,34.0
16150,25.0
16151,53.0
16152,9.0
16153,13.0
16154,17.0
16155,38.0
16156,25.0
16157,17.0
16158,9.0
16159,13.0
16160,25.0
16161,13.0
16162,30.0
16163,53.0
16164,70.0
16165,74.0
16166,114.0
16167,59.0
16168,70.0
16169,85.0
16170,63.0
16171,34.0
16172,13.0
16173,17.0
16174,17.0
16175,13.0
16176,13.0
16177,21.0
16178,17.0
16179,13.0
16180,53.0
16181,72.0
16182,63.0
16183,53.0
16184,21.0
16185,13.0
16186,13.0
16187,13.0
16188,13.0
16189,21.0
16190,21.0
16191,9.0
16192,13.0
16193,9.0
16194,13.0
16195,17.0
16196,13.0
16197,13.0
16198,13.0
16199,13.0
16200,9.0
16201,13.0
16202,17.0
16203,38.0
16204,17.0
16205,61.0
16206,61.0
16207,57.0
16208,76.0
16209,91.0
16210,17.0
16211,17.0
16212,13.0
16213,25.0
16214,53.0
16215,63.0
16216,95.0
16217,119.0
16218,17.0
16219,17.0
16220,53.0
16221,65.0
16222,68.0
16223,42.0
16224,30.0
16225,216.0
16226,230.0
16227,194.0
16228,155.0
16229,188.0
16230,195.0
16231,188.0
16232,177.0
16233,179.0
16234,190.0
16235,209.0
16236,200.0
16237,199.0
16238,209.0
16239,193.0
16240,193.0
16241,211.0
16242,190.0
16243,187.0
16244,238.0
16245,197.0
16246,199.0
16247,196.0
16248,186.0
16249,189.0
16250,190.0
16251,167.0
16252,94.0
16253,162.0
16254,137.0
16255,175.0
16256,186.0
16257,181.0
16258,180.0
16259,160.0
16260,193.0
16261,194.0
16262,189.0
16263,187.0
16264,181.0
16265,190.0
16266,104.0
16267,63.0
16268,169.0
16269,190.0
16270,200.0
16271,197.0
16272,198.0
16273,178.0
16274,87.0
16275,126.0
16276,181.0
16277,195.0
16278,150.0
16279,76.0
16280,77.0
16281,152.0
16282,157.0
16283,154.0
16284,158.0
16285,63.0
16286,126.0
16287,142.0
16288,104.0
16289,160.0
16290,152.0
16291,66.0
16292,162.0
16293,161.0
16294,127.0
16295,157.0
16296,140.0
16297,104.0
16298,95.0
16299,65.0
16300,105.0
16301,46.0
16302,80.0
16303,82.0
16304,98.0
16305,105.0
16306,99.0
16307,105.0
16308,56.0
16309,74.0
16310,97.0
16311,102.0
16312,100.0
16313,77.0
16314,95.0
16315,108.0
